CASEID,SEX,RACE,SCHLCOLL,ACTIVITY,DURATION
20160212151064,2,100,5,10101,270
20160212151064,2,100,5,10201,45
20160212151064,2,100,5,180601,15
20160212151064,2,100,5,60103,15
20160212151064,2,100,5,60101,75
20160212151064,2,100,5,180201,15
20160212151064,2,100,5,20102,105
20160212151064,2,100,5,180406,5
20160212151064,2,100,5,40507,10
20160212151064,2,100,5,180703,15
20160212151064,2,100,5,70103,5
20160212151064,2,100,5,180703,15
20160212151064,2,100,5,10201,20
20160212151064,2,100,5,180501,15
20160212151064,2,100,5,50101,215
20160212151064,2,100,5,181101,5
20160212151064,2,100,5,110101,50
20160212151064,2,100,5,181101,15
20160212151064,2,100,5,500101,5
20160212151064,2,100,5,160102,10
20160212151064,2,100,5,500101,5
20160212151064,2,100,5,180905,6
20160212151064,2,100,5,90502,45
20160212151064,2,100,5,90599,15
20160212151064,2,100,5,180905,5
20160212151064,2,100,5,60301,109
20160212151064,2,100,5,10201,45
20160212151064,2,100,5,10101,285
20160212151319,2,131,5,10101,120
20160212151319,2,131,5,110101,60
20160212151319,2,131,5,181302,5
20160212151319,2,131,5,130227,445
20160212151319,2,131,5,110101,20
20160212151319,2,131,5,180603,5
20160212151319,2,131,5,60301,60
20160212151319,2,131,5,10101,185
20160212151319,2,131,5,120101,150
20160212151319,2,131,5,60301,90
20160212151319,2,131,5,10101,300
20160212151604,2,110,5,10101,180
20160212151604,2,110,5,10201,60
20160212151604,2,110,5,20201,40
20160212151604,2,110,5,110101,15
20160212151604,2,110,5,30101,20
20160212151604,2,110,5,120301,20
20160212151604,2,110,5,181401,25
20160212151604,2,110,5,140105,60
20160212151604,2,110,5,140101,180
20160212151604,2,110,5,120101,10
20160212151604,2,110,5,180701,10
20160212151604,2,110,5,70101,20
20160212151604,2,110,5,180701,25
20160212151604,2,110,5,10201,5
20160212151604,2,110,5,20201,5
20160212151604,2,110,5,110101,12
20160212151604,2,110,5,120303,60
20160212151604,2,110,5,10101,108
20160212151604,2,110,5,120303,210
20160212151604,2,110,5,110101,15
20160212151604,2,110,5,60301,45
20160212151604,2,110,5,140102,20
20160212151604,2,110,5,10101,295
20160212151635,2,131,5,10101,225
20160212151635,2,131,5,110101,20
20160212151635,2,131,5,10201,40
20160212151635,2,131,5,180601,10
20160212151635,2,131,5,180601,5
20160212151635,2,131,5,60101,240
20160212151635,2,131,5,60301,30
20160212151635,2,131,5,180603,5
20160212151635,2,131,5,180603,10
20160212151635,2,131,5,180603,30
20160212151635,2,131,5,10201,10
20160212151635,2,131,5,130124,120
20160212151635,2,131,5,110101,30
20160212151635,2,131,5,10201,30
20160212151635,2,131,5,60301,90
20160212151635,2,131,5,120101,10
20160212151635,2,131,5,181101,20
20160212151635,2,131,5,110101,45
20160212151635,2,131,5,180704,10
20160212151635,2,131,5,70104,60
20160212151635,2,131,5,180704,2
20160212151635,2,131,5,70104,15
20160212151635,2,131,5,180704,5
20160212151635,2,131,5,180704,5
20160212151635,2,131,5,180704,20
20160212151635,2,131,5,120303,120
20160212151635,2,131,5,10201,10
20160212151635,2,131,5,10101,223
20160212151699,2,110,5,10101,300
20160212151699,2,110,5,10201,30
20160212151699,2,110,5,110101,10
20160212151699,2,110,5,180603,5
20160212151699,2,110,5,60301,45
20160212151699,2,110,5,60101,75
20160212151699,2,110,5,181101,5
20160212151699,2,110,5,110101,25
20160212151699,2,110,5,180804,25
20160212151699,2,110,5,80401,110
20160212151699,2,110,5,181201,30
20160212151699,2,110,5,120101,45
20160212151699,2,110,5,180603,45
20160212151699,2,110,5,60301,75
20160212151699,2,110,5,180601,15
20160212151699,2,110,5,60101,170
20160212151699,2,110,5,181101,15
20160212151699,2,110,5,110101,15
20160212151699,2,110,5,60301,70
20160212151699,2,110,5,10201,30
20160212151699,2,110,5,10101,300
